i,latency_ms,valid,bridge_ram_mb,sys_ram_mb
0,21,false,51,undefined
1,3,false,51,undefined
2,30,true,51,undefined
3,2,false,51,undefined
4,2,true,51,undefined
5,2,false,51,undefined
6,2,false,51,undefined
7,2,false,51,undefined
8,2,false,51,undefined
9,91,false,54,undefined
10,2,true,54,undefined
11,3,true,54,undefined
12,3,true,54,undefined
13,2,false,54,undefined
14,2,false,54,undefined
15,3,false,54,undefined
16,2,false,54,undefined
17,2,true,54,undefined
18,2,true,54,undefined
19,2,false,54,undefined
20,2,false,54,undefined
21,2,true,54,undefined
22,2,true,54,undefined
23,2,false,54,undefined
24,2,true,54,undefined
25,2,false,54,undefined
26,2,false,54,undefined
27,2,false,54,undefined
28,2,false,54,undefined
29,2,true,54,undefined
30,2,false,54,undefined
31,3,true,54,undefined
32,2,true,54,undefined
33,2,true,54,undefined
34,2,false,54,undefined
35,2,false,54,undefined
36,2,false,54,undefined
37,2,false,54,undefined
38,2,true,54,undefined
39,2,false,54,undefined
40,2,true,54,undefined
41,1,false,54,undefined
42,2,false,54,undefined
43,2,true,54,undefined
44,2,false,54,undefined
45,2,false,54,undefined
46,2,false,54,undefined
47,2,false,54,undefined
48,2,false,54,undefined
49,1,false,54,undefined
50,1,false,54,undefined
51,2,true,54,undefined
52,2,false,54,undefined
53,109,false,54,undefined
54,3,true,54,undefined
55,3,false,54,undefined
56,2,false,54,undefined
57,1,false,54,undefined
58,1,false,54,undefined
59,1,false,54,undefined
60,2,false,54,undefined
61,2,true,54,undefined
62,2,true,54,undefined
63,2,false,54,undefined
64,2,false,54,undefined
65,2,false,54,undefined
66,2,false,54,undefined
67,2,true,54,undefined
68,1,false,54,undefined
69,1,true,54,undefined
70,1,false,54,undefined
71,1,false,54,undefined
72,1,true,54,undefined
73,1,false,54,undefined
74,2,false,54,undefined
75,2,true,54,undefined
76,2,false,54,undefined
77,2,true,54,undefined
78,2,false,54,undefined
79,2,false,54,undefined
80,2,true,54,undefined
81,2,false,54,undefined
82,2,true,54,undefined
83,2,false,54,undefined
84,2,false,54,undefined
85,2,true,54,undefined
86,2,false,54,undefined
87,2,false,54,undefined
88,2,false,54,undefined
89,2,true,54,undefined
90,2,false,54,undefined
91,2,false,54,undefined
92,2,false,54,undefined
93,2,false,54,undefined
94,2,true,54,undefined
95,2,true,54,undefined
96,107,false,56,undefined
97,2,false,56,undefined
98,2,false,56,undefined
99,2,false,56,undefined
100,2,true,56,undefined
101,2,true,56,undefined
102,2,false,56,undefined
103,2,false,56,undefined
104,1,true,56,undefined
105,1,false,56,undefined
106,2,true,56,undefined
107,2,false,56,undefined
108,2,false,56,undefined
109,2,false,56,undefined
110,2,false,56,undefined
111,2,true,56,undefined
112,2,false,56,undefined
113,2,false,56,undefined
114,2,false,56,undefined
115,2,false,56,undefined
116,1,false,56,undefined
117,2,true,56,undefined
118,2,false,56,undefined
119,2,false,56,undefined
120,2,false,56,undefined
121,2,false,56,undefined
122,2,false,56,undefined
123,2,false,56,undefined
124,2,false,56,undefined
125,2,false,56,undefined
126,1,false,56,undefined
127,2,true,56,undefined
128,2,true,56,undefined
129,1,false,56,undefined
130,1,false,56,undefined
131,1,false,56,undefined
132,2,true,56,undefined
133,2,true,56,undefined
134,2,false,56,undefined
135,2,true,56,undefined
136,2,false,56,undefined
137,2,false,56,undefined
138,2,false,56,undefined
139,2,true,56,undefined
140,2,false,56,undefined
141,2,true,56,undefined
142,2,true,56,undefined
143,90,false,66,undefined
144,1,true,66,undefined
145,1,true,66,undefined
146,1,false,66,undefined
147,1,true,66,undefined
148,2,false,66,undefined
149,2,true,66,undefined
150,2,false,66,undefined
151,2,false,66,undefined
152,2,true,66,undefined
153,2,false,66,undefined
154,2,true,66,undefined
155,1,false,66,undefined
156,1,false,66,undefined
157,2,false,66,undefined
158,2,false,66,undefined
159,2,false,66,undefined
160,1,false,66,undefined
161,1,false,66,undefined
162,1,false,66,undefined
163,1,false,66,undefined
164,2,false,66,undefined
165,2,false,66,undefined
166,2,false,66,undefined
167,2,false,66,undefined
168,2,true,66,undefined
169,1,true,66,undefined
170,2,false,66,undefined
171,2,false,66,undefined
172,2,true,66,undefined
173,1,true,66,undefined
174,1,false,66,undefined
175,1,true,66,undefined
176,1,false,66,undefined
177,2,false,66,undefined
178,2,false,66,undefined
179,2,false,66,undefined
180,2,true,66,undefined
181,2,false,66,undefined
182,2,true,66,undefined
183,1,false,66,undefined
184,1,false,66,undefined
185,1,false,66,undefined
186,2,false,66,undefined
187,2,false,66,undefined
188,2,false,66,undefined
189,2,false,66,undefined
190,1,false,66,undefined
191,1,false,66,undefined
192,1,false,66,undefined
193,2,false,66,undefined
194,2,false,66,undefined
195,2,false,66,undefined
196,2,false,66,undefined
197,2,false,66,undefined
198,2,true,66,undefined
199,91,false,66,undefined
