i,latency_ms,valid,bridge_ram_mb,sys_ram_mb
0,46,true,51,undefined
1,3,false,51,undefined
2,2,false,51,undefined
3,2,false,51,undefined
4,3,true,51,undefined
5,2,false,51,undefined
6,2,false,51,undefined
7,3,true,51,undefined
8,3,true,51,undefined
9,3,false,51,undefined
10,2,false,51,undefined
11,3,false,51,undefined
12,2,false,51,undefined
13,2,true,51,undefined
14,2,true,51,undefined
15,2,true,51,undefined
16,2,true,51,undefined
17,2,false,51,undefined
18,93,true,54,undefined
19,2,false,54,undefined
20,2,false,54,undefined
21,2,false,54,undefined
22,2,false,54,undefined
23,2,false,54,undefined
24,2,false,54,undefined
25,2,true,54,undefined
26,2,false,54,undefined
27,1,false,54,undefined
28,2,false,54,undefined
29,2,false,54,undefined
30,2,false,54,undefined
31,2,false,54,undefined
32,2,true,54,undefined
33,2,false,54,undefined
34,4,true,54,undefined
35,2,true,54,undefined
36,4,true,54,undefined
37,2,false,54,undefined
38,2,true,54,undefined
39,2,true,54,undefined
40,2,false,54,undefined
41,1,false,54,undefined
42,2,true,54,undefined
43,2,true,54,undefined
44,2,true,54,undefined
45,2,true,54,undefined
46,2,false,54,undefined
47,2,false,54,undefined
48,2,true,54,undefined
49,2,true,54,undefined
50,2,false,54,undefined
51,2,false,54,undefined
52,2,false,54,undefined
53,2,false,54,undefined
54,2,false,54,undefined
55,2,false,54,undefined
56,2,false,54,undefined
57,2,false,54,undefined
58,2,true,54,undefined
59,2,false,54,undefined
60,2,false,54,undefined
61,2,false,54,undefined
62,92,false,55,undefined
63,19,false,55,undefined
64,2,false,55,undefined
65,2,false,55,undefined
66,2,true,55,undefined
67,2,false,55,undefined
68,2,true,55,undefined
69,2,false,55,undefined
70,2,false,55,undefined
71,2,true,55,undefined
72,2,false,55,undefined
73,2,false,55,undefined
74,2,false,55,undefined
75,1,true,55,undefined
76,1,false,55,undefined
77,2,false,55,undefined
78,2,false,55,undefined
79,2,false,55,undefined
80,2,true,55,undefined
81,2,false,55,undefined
82,2,true,55,undefined
83,2,false,55,undefined
84,2,false,55,undefined
85,2,true,55,undefined
86,2,true,55,undefined
87,1,true,55,undefined
88,2,false,55,undefined
89,2,false,55,undefined
90,3,true,55,undefined
91,2,false,55,undefined
92,2,true,55,undefined
93,2,false,55,undefined
94,2,false,55,undefined
95,2,false,55,undefined
96,2,false,55,undefined
97,2,false,55,undefined
98,2,true,55,undefined
99,2,false,55,undefined
100,2,true,55,undefined
101,2,false,55,undefined
102,2,false,55,undefined
103,1,false,55,undefined
104,1,false,55,undefined
105,1,false,55,undefined
106,1,false,55,undefined
107,92,true,58,undefined
108,2,false,58,undefined
109,1,false,58,undefined
110,2,false,58,undefined
111,1,true,58,undefined
112,1,true,58,undefined
113,1,false,58,undefined
114,2,false,58,undefined
115,2,true,58,undefined
116,2,true,58,undefined
117,2,false,58,undefined
118,2,false,58,undefined
119,1,false,58,undefined
120,1,true,58,undefined
121,2,false,58,undefined
122,2,false,58,undefined
123,1,false,58,undefined
124,1,false,58,undefined
125,1,false,58,undefined
126,1,false,58,undefined
127,1,false,58,undefined
128,2,false,58,undefined
129,2,true,58,undefined
130,1,false,58,undefined
131,1,true,58,undefined
132,2,false,58,undefined
133,2,false,58,undefined
134,1,true,58,undefined
135,1,false,58,undefined
136,1,false,58,undefined
137,2,true,58,undefined
138,1,false,58,undefined
139,1,true,58,undefined
140,1,true,58,undefined
141,2,false,58,undefined
142,2,false,58,undefined
143,1,false,58,undefined
144,1,true,58,undefined
145,2,false,58,undefined
146,2,false,58,undefined
147,2,false,58,undefined
148,2,true,58,undefined
149,1,true,58,undefined
150,1,false,58,undefined
151,2,false,58,undefined
152,2,true,58,undefined
153,2,false,58,undefined
154,2,true,58,undefined
155,1,true,58,undefined
156,1,false,58,undefined
157,2,false,58,undefined
158,2,false,58,undefined
159,2,true,58,undefined
160,1,false,58,undefined
161,2,false,58,undefined
162,2,false,58,undefined
163,1,false,58,undefined
164,1,false,58,undefined
165,88,true,66,undefined
166,1,true,66,undefined
167,1,true,66,undefined
168,2,false,66,undefined
169,2,true,66,undefined
170,2,false,66,undefined
171,2,true,66,undefined
172,2,true,66,undefined
173,1,false,66,undefined
174,1,false,66,undefined
175,1,true,66,undefined
176,1,false,66,undefined
177,1,true,66,undefined
178,2,true,66,undefined
179,2,true,66,undefined
180,1,false,66,undefined
181,1,false,66,undefined
182,1,false,66,undefined
183,2,false,66,undefined
184,2,false,66,undefined
185,2,false,66,undefined
186,2,true,66,undefined
187,2,false,66,undefined
188,2,false,66,undefined
189,2,true,66,undefined
190,2,false,66,undefined
191,2,true,66,undefined
192,2,false,66,undefined
193,2,false,66,undefined
194,2,false,66,undefined
195,2,false,66,undefined
196,2,false,66,undefined
197,2,false,66,undefined
198,2,false,66,undefined
199,1,true,66,undefined
