i,latency_ms,valid,bridge_ram_mb,sys_ram_mb
0,45,true,51,undefined
1,4,false,51,undefined
2,3,true,51,undefined
3,2,false,51,undefined
4,2,false,51,undefined
5,3,false,51,undefined
6,3,false,51,undefined
7,3,false,51,undefined
8,3,false,51,undefined
9,95,true,54,undefined
10,2,true,54,undefined
11,2,false,54,undefined
12,3,false,54,undefined
13,2,false,54,undefined
14,2,true,54,undefined
15,3,true,54,undefined
16,2,false,54,undefined
17,2,false,54,undefined
18,2,false,54,undefined
19,2,true,54,undefined
20,2,true,54,undefined
21,2,true,54,undefined
22,2,false,54,undefined
23,2,true,54,undefined
24,2,false,54,undefined
25,2,false,54,undefined
26,2,true,54,undefined
27,2,false,54,undefined
28,2,false,54,undefined
29,2,false,54,undefined
30,2,false,54,undefined
31,2,false,54,undefined
32,4,false,54,undefined
33,2,true,54,undefined
34,4,true,54,undefined
35,2,false,54,undefined
36,2,false,54,undefined
37,2,false,54,undefined
38,2,false,54,undefined
39,2,true,54,undefined
40,1,true,54,undefined
41,2,true,54,undefined
42,2,false,54,undefined
43,1,false,54,undefined
44,2,false,54,undefined
45,2,true,54,undefined
46,2,false,54,undefined
47,2,true,54,undefined
48,2,false,54,undefined
49,2,true,54,undefined
50,109,true,54,undefined
51,2,true,54,undefined
52,2,false,54,undefined
53,2,false,54,undefined
54,2,false,54,undefined
55,2,true,54,undefined
56,3,true,54,undefined
57,2,false,54,undefined
58,2,false,54,undefined
59,2,false,54,undefined
60,2,false,54,undefined
61,2,true,54,undefined
62,2,false,54,undefined
63,2,false,54,undefined
64,2,false,54,undefined
65,3,true,54,undefined
66,2,true,54,undefined
67,2,false,54,undefined
68,2,false,54,undefined
69,2,true,54,undefined
70,2,true,54,undefined
71,2,false,54,undefined
72,2,false,54,undefined
73,2,false,54,undefined
74,2,false,54,undefined
75,2,false,54,undefined
76,2,true,54,undefined
77,2,true,54,undefined
78,2,true,54,undefined
79,2,false,54,undefined
80,3,false,54,undefined
81,2,false,54,undefined
82,2,false,54,undefined
83,2,false,54,undefined
84,2,false,54,undefined
85,2,false,54,undefined
86,2,false,54,undefined
87,2,false,54,undefined
88,2,true,54,undefined
89,2,false,54,undefined
90,2,false,54,undefined
91,2,false,54,undefined
92,1,false,54,undefined
93,100,false,56,undefined
94,2,true,56,undefined
95,1,false,56,undefined
96,1,true,56,undefined
97,1,false,56,undefined
98,1,false,56,undefined
99,1,true,56,undefined
100,1,false,56,undefined
101,1,false,56,undefined
102,2,false,56,undefined
103,2,false,56,undefined
104,2,true,56,undefined
105,2,true,56,undefined
106,2,false,56,undefined
107,2,true,56,undefined
108,1,false,56,undefined
109,1,true,56,undefined
110,1,false,56,undefined
111,1,false,56,undefined
112,2,false,56,undefined
113,2,false,56,undefined
114,2,true,56,undefined
115,1,false,56,undefined
116,2,true,56,undefined
117,2,true,56,undefined
118,2,false,56,undefined
119,2,true,56,undefined
120,2,false,56,undefined
121,1,false,56,undefined
122,1,false,56,undefined
123,1,false,56,undefined
124,1,false,56,undefined
125,1,true,56,undefined
126,1,false,56,undefined
127,1,false,56,undefined
128,2,false,56,undefined
129,2,true,56,undefined
130,2,false,56,undefined
131,1,false,56,undefined
132,1,false,56,undefined
133,1,false,56,undefined
134,1,true,56,undefined
135,2,false,56,undefined
136,2,false,56,undefined
137,1,false,56,undefined
138,1,true,56,undefined
139,93,false,66,undefined
140,2,false,66,undefined
141,1,true,66,undefined
142,1,true,66,undefined
143,1,false,66,undefined
144,1,false,66,undefined
145,2,true,66,undefined
146,1,true,66,undefined
147,1,false,66,undefined
148,2,true,66,undefined
149,2,true,66,undefined
150,2,true,66,undefined
151,2,false,66,undefined
152,2,false,66,undefined
153,2,true,66,undefined
154,2,false,66,undefined
155,2,false,66,undefined
156,1,false,66,undefined
157,2,false,66,undefined
158,2,true,66,undefined
159,1,false,66,undefined
160,2,false,66,undefined
161,2,false,66,undefined
162,2,true,66,undefined
163,2,true,66,undefined
164,2,true,66,undefined
165,2,true,66,undefined
166,1,true,66,undefined
167,1,false,66,undefined
168,2,false,66,undefined
169,2,false,66,undefined
170,2,false,66,undefined
171,1,false,66,undefined
172,1,false,66,undefined
173,1,true,66,undefined
174,1,true,66,undefined
175,1,false,66,undefined
176,1,false,66,undefined
177,1,true,66,undefined
178,2,true,66,undefined
179,2,false,66,undefined
180,2,false,66,undefined
181,2,false,66,undefined
182,2,true,66,undefined
183,1,false,66,undefined
184,1,false,66,undefined
185,1,false,66,undefined
186,1,true,66,undefined
187,1,false,66,undefined
188,2,false,66,undefined
189,2,false,66,undefined
190,2,true,66,undefined
191,2,false,66,undefined
192,2,false,66,undefined
193,93,true,66,undefined
194,2,true,66,undefined
195,2,false,66,undefined
196,1,false,66,undefined
197,1,true,66,undefined
198,1,false,66,undefined
199,2,true,66,undefined
