i,latency_ms,valid,bridge_ram_mb,sys_ram_mb
0,46,true,51,undefined
1,4,false,51,undefined
2,3,true,51,undefined
3,3,false,51,undefined
4,3,true,51,undefined
5,3,false,51,undefined
6,3,true,51,undefined
7,3,false,51,undefined
8,3,true,51,undefined
9,96,true,54,undefined
10,3,true,54,undefined
11,3,false,54,undefined
12,2,false,54,undefined
13,3,false,54,undefined
14,2,false,54,undefined
15,2,false,54,undefined
16,2,true,54,undefined
17,2,false,54,undefined
18,2,true,54,undefined
19,2,true,54,undefined
20,2,false,54,undefined
21,2,false,54,undefined
22,2,false,54,undefined
23,2,false,54,undefined
24,2,false,54,undefined
25,2,false,54,undefined
26,2,true,54,undefined
27,3,false,54,undefined
28,2,true,54,undefined
29,2,true,54,undefined
30,2,true,54,undefined
31,2,false,54,undefined
32,2,false,54,undefined
33,2,true,54,undefined
34,4,true,54,undefined
35,2,true,54,undefined
36,4,false,54,undefined
37,2,false,54,undefined
38,2,false,54,undefined
39,2,false,54,undefined
40,2,false,54,undefined
41,2,false,54,undefined
42,2,false,54,undefined
43,1,false,54,undefined
44,2,true,54,undefined
45,2,true,54,undefined
46,2,false,54,undefined
47,2,false,54,undefined
48,2,true,54,undefined
49,2,true,54,undefined
50,110,false,54,undefined
51,2,false,54,undefined
52,1,false,54,undefined
53,1,false,54,undefined
54,1,true,54,undefined
55,2,false,54,undefined
56,2,false,54,undefined
57,2,false,54,undefined
58,2,false,54,undefined
59,2,false,54,undefined
60,2,false,54,undefined
61,2,false,54,undefined
62,2,true,54,undefined
63,1,true,54,undefined
64,1,false,54,undefined
65,1,false,54,undefined
66,1,false,54,undefined
67,1,false,54,undefined
68,1,false,54,undefined
69,2,false,54,undefined
70,2,false,54,undefined
71,2,true,54,undefined
72,2,true,54,undefined
73,2,false,54,undefined
74,1,true,54,undefined
75,1,false,54,undefined
76,1,true,54,undefined
77,1,false,54,undefined
78,2,false,54,undefined
79,2,true,54,undefined
80,2,true,54,undefined
81,2,false,54,undefined
82,2,false,54,undefined
83,2,true,54,undefined
84,3,false,54,undefined
85,3,false,54,undefined
86,3,false,54,undefined
87,3,true,54,undefined
88,2,false,54,undefined
89,2,false,54,undefined
90,104,false,56,undefined
91,2,true,56,undefined
92,2,true,56,undefined
93,2,true,56,undefined
94,2,false,56,undefined
95,2,false,56,undefined
96,2,true,56,undefined
97,1,false,56,undefined
98,1,false,56,undefined
99,1,false,56,undefined
100,1,true,56,undefined
101,1,false,56,undefined
102,1,false,56,undefined
103,1,false,56,undefined
104,2,false,56,undefined
105,2,false,56,undefined
106,2,false,56,undefined
107,2,false,56,undefined
108,2,false,56,undefined
109,3,true,56,undefined
110,2,false,56,undefined
111,2,false,56,undefined
112,2,true,56,undefined
113,2,false,56,undefined
114,2,true,56,undefined
115,2,false,56,undefined
116,2,false,56,undefined
117,2,false,56,undefined
118,2,true,56,undefined
119,1,false,56,undefined
120,1,true,56,undefined
121,1,false,56,undefined
122,2,true,56,undefined
123,2,false,56,undefined
124,2,true,56,undefined
125,2,true,56,undefined
126,2,true,56,undefined
127,2,false,56,undefined
128,2,false,56,undefined
129,2,false,56,undefined
130,1,false,56,undefined
131,1,false,56,undefined
132,1,false,56,undefined
133,1,false,56,undefined
134,1,false,56,undefined
135,2,false,56,undefined
136,2,false,56,undefined
137,2,true,56,undefined
138,2,false,56,undefined
139,95,false,67,undefined
140,2,false,67,undefined
141,2,true,67,undefined
142,2,false,67,undefined
143,2,false,67,undefined
144,2,false,67,undefined
145,2,false,67,undefined
146,2,false,67,undefined
147,1,false,67,undefined
148,1,false,67,undefined
149,1,false,67,undefined
150,1,false,67,undefined
151,1,false,67,undefined
152,2,true,67,undefined
153,2,true,67,undefined
154,2,true,67,undefined
155,2,false,67,undefined
156,2,true,67,undefined
157,2,false,67,undefined
158,2,false,67,undefined
159,2,false,67,undefined
160,2,true,67,undefined
161,2,true,67,undefined
162,2,true,67,undefined
163,2,false,67,undefined
164,2,false,67,undefined
165,2,true,67,undefined
166,2,true,67,undefined
167,1,false,67,undefined
168,2,false,67,undefined
169,2,false,67,undefined
170,3,true,67,undefined
171,2,true,67,undefined
172,2,true,67,undefined
173,2,true,67,undefined
174,2,false,67,undefined
175,2,false,67,undefined
176,2,false,67,undefined
177,2,false,67,undefined
178,2,false,67,undefined
179,1,false,67,undefined
180,1,false,67,undefined
181,1,false,67,undefined
182,1,false,67,undefined
183,2,false,67,undefined
184,2,false,67,undefined
185,2,false,67,undefined
186,2,false,67,undefined
187,1,true,67,undefined
188,1,false,67,undefined
189,2,false,67,undefined
190,2,false,67,undefined
191,2,false,67,undefined
192,95,true,67,undefined
193,2,false,67,undefined
194,2,false,67,undefined
195,2,false,67,undefined
196,1,true,67,undefined
197,1,false,67,undefined
198,1,false,67,undefined
199,1,false,67,undefined
